run_name,method,init,split,seed,model_type,rounds,clients,clients_per_round,local_steps,rank,heads,lr,batch_size,grad_accum_steps,effective_batch_size,use_amp,dirichlet_alpha,max_length,final_acc,best_acc,final_test_acc,best_test_acc,final_loss,trainable_adapter_params,trainable_head_params,total_trainable_params,communicated_params_per_round,communicated_adapter_params_per_client,total_main_communication_params,warmup_clients,warmup_steps,warmup_rank,warmup_weighting,warmup_trainable_params,warmup_communicated_params,warmup_upload_mode,warmup_train_runtime_s,warmup_svd_runtime_s,warmup_total_runtime_s,total_runtime_s,git_commit,timestamp
t5_ravan_svd_iid_seed0_20260613_135114,t5_ravan_svd,svd,iid,0,t5,50,20,3,50,110,4,0.0005,32,1,32,True,0.3,256,0.686936,0.690653,0.686936,0.690653,,1161696,15380,1177076,3530940,1161600,176547000,5,50,440,uniform,16235540,81100800,lora_factors,15.09,1.6084,17.41,1170.3,471c8f4,2026-06-13T14:10:25
