run_name,method,init,split,seed,model_type,rounds,clients,clients_per_round,local_steps,rank,heads,lr,batch_size,grad_accum_steps,effective_batch_size,use_amp,dirichlet_alpha,max_length,final_acc,best_acc,final_test_acc,best_test_acc,final_loss,trainable_adapter_params,trainable_head_params,total_trainable_params,communicated_params_per_round,communicated_adapter_params_per_client,total_main_communication_params,warmup_clients,warmup_steps,warmup_rank,warmup_weighting,warmup_trainable_params,warmup_communicated_params,warmup_train_runtime_s,warmup_svd_runtime_s,warmup_total_runtime_s,total_runtime_s,git_commit,timestamp
fedit_iid_seed0_20260613_124409,t5_fedit,lora,iid,0,t5,50,20,3,50,32,,0.001,32,1,32,True,0.3,256,0.69145,0.69676,0.69145,0.69676,,1179648,15380,1195028,3585084,1179648,179254200,,,,,,,,,,845.4,471c8f4,2026-06-13T12:57:55
