run_name,method,init,split,seed,model_type,rounds,clients,clients_per_round,local_steps,rank,heads,lr,batch_size,grad_accum_steps,effective_batch_size,use_amp,dirichlet_alpha,max_length,final_acc,best_acc,final_test_acc,best_test_acc,final_loss,trainable_adapter_params,trainable_head_params,total_trainable_params,communicated_params_per_round,communicated_adapter_params_per_client,total_main_communication_params,warmup_clients,warmup_steps,warmup_rank,warmup_weighting,warmup_trainable_params,warmup_communicated_params,warmup_upload_mode,warmup_train_runtime_s,warmup_svd_runtime_s,warmup_total_runtime_s,total_runtime_s,git_commit,timestamp
t5_ravan_svd_noniid_seed0_20260616_165920,t5_ravan_svd,svd,noniid,0,t5,100,20,3,50,64,12,0.0005,32,1,32,True,0.3,256,0.638609,0.669809,0.638609,0.669809,,1179936,15380,1195316,3585084,1179648,358508400,5,50,768,uniform,28326932,141557760,lora_factors,17.9,1.9101,22.43,3364.7,309de28,2026-06-16T17:55:02
